city,date,chat,temp,dewpoint,pm10,o3,time,season
chic,11/6/1989,114,45.5,37.75,25.811244205,10.34710028,1041,autumn
chic,11/7/1989,113,45.5,39.625,21.766978375,13.24836659,1042,autumn
chic,11/8/1989,106,45,35,27.405052065,8.685127811,1043,autumn
chic,11/9/1989,127,39.5,35.5,16.496575665,12.12851643,1044,autumn
chic,11/10/1989,122,38,28.125,26.432957468,13.16242235,1045,autumn
chic,11/11/1989,140,46.5,30.125,29.468502129,12.06553762,1046,autumn
chic,11/12/1989,106,38.5,30.375,18.067259768,16.57280703,1047,autumn
chic,11/13/1989,112,59,53,NA,22.2770678,1048,autumn
chic,11/14/1989,108,54,45,27.936422165,14.74505294,1049,autumn
chic,11/15/1989,118,40.5,32.875,21.063009228,7.863623342,1050,autumn
chic,11/16/1989,136,26,11.375,17.399222515,18.81991438,1051,autumn
chic,11/17/1989,127,24.5,19.75,36.090952122,10.77943895,1052,autumn
chic,11/18/1989,127,21,11.75,20.914180095,13.24890624,1053,autumn
chic,11/19/1989,108,37,30,27.201521945,12.92372394,1054,autumn
chic,11/20/1989,127,45.5,19.5,45.2961572418,15.51066755,1055,autumn
chic,11/21/1989,97,30,19.625,30.744623991,19.78906514,1056,autumn
chic,11/22/1989,109,26.5,21.25,30.597307345,12.10135797,1057,autumn
chic,11/23/1989,106,18.5,16.875,26.064666633,15.011648,1058,autumn
chic,11/24/1989,134,27.5,24.375,29.178663897,5.79215315,1059,autumn
chic,11/25/1989,121,44,35,33.276041774,7.234452927,1060,autumn
chic,11/26/1989,115,38.5,29,29.443868716,7.638723947,1061,autumn
chic,11/27/1989,139,51,42.375,NA,13.31295633,1062,autumn
chic,11/28/1989,125,28.5,12.625,27.03516179,18.36923982,1063,autumn
chic,11/29/1989,96,20.5,14.75,26.1016073,15.03699151,1064,autumn
chic,11/30/1989,98,34,25.125,31.500792768,9.671618151,1065,autumn
chic,12/1/1989,123,38,28,50.330385663,8.569731124,1066,autumn
chic,12/2/1989,114,29,9,53.270617171,16.66250069,1067,autumn
chic,12/3/1989,123,20,5,19.9802881,21.8004205,1068,autumn
chic,12/4/1989,150,33.5,24.625,36.715558988,11.46409516,1069,autumn
chic,12/5/1989,104,39.5,31.875,38.9315630159,8.057243808,1070,autumn
chic,12/6/1989,131,29,7.25,23.230264534,12.94975769,1071,autumn
chic,12/7/1989,111,17,2.625,32.947654184,15.87457751,1072,autumn
chic,12/8/1989,120,21.5,13.625,38.4070103557,16.46707522,1073,autumn
chic,12/9/1989,140,28.5,19.625,31.590405374,11.95105452,1074,autumn
chic,12/10/1989,118,31,22.875,26.814630541,13.45798751,1075,autumn
chic,12/11/1989,136,19.5,6.5,35.789937007,12.92872784,1076,autumn
chic,12/12/1989,125,11,0.5,38.6395037391,12.01444166,1077,autumn
chic,12/13/1989,122,13,14.375,43.5581045014,13.46371918,1078,autumn
chic,12/14/1989,126,8,-6.875,34.599752568,12.4256607,1079,autumn
chic,12/15/1989,105,3.5,2.625,46.1798242232,11.6123288,1080,autumn
chic,12/16/1989,129,2.5,-4.5,33.93137502,12.63170567,1081,autumn
chic,12/17/1989,123,9.5,2.625,31.932322021,10.72255946,1082,autumn
chic,12/18/1989,156,9.5,2.625,42.9809871419,9.639913266,1083,autumn
chic,12/19/1989,160,7.5,-3.625,39.8565422088,12.00539534,1084,autumn
chic,12/20/1989,121,0,-2.875,23.352575117,14.06175952,1085,autumn
chic,12/21/1989,157,-6.5,-23,44.6296599393,20.54801914,1086,autumn
chic,12/22/1989,163,-4.5,-11.875,44.5426395155,12.04850932,1087,autumn
chic,12/23/1989,156,-1,-9.375,33.540980269,9.362127427,1088,autumn
chic,12/24/1989,136,5,7.5,24.805935778,10.65896099,1089,autumn
chic,12/25/1989,155,24.5,26.75,NA,12.6937607,1090,autumn
chic,12/26/1989,160,12,3.25,NA,20.21163607,1091,autumn
chic,12/27/1989,169,20.5,20,29.422489345,13.05146323,1092,autumn
chic,12/28/1989,157,27,32,15.720306838,9.02550604,1093,autumn
chic,12/29/1989,172,34.5,30.625,35.729860974,7.287967107,1094,autumn
chic,12/30/1989,155,32.5,32,35.603605199,6.425596067,1095,autumn
chic,12/31/1989,186,30.5,24.625,37.7791434058,9.273541404,1096,autumn
chic,1/1/1990,157,27.5,19.75,NA,17.7470086,1097,winter
chic,1/2/1990,168,33,28.75,NA,8.844803323,1098,winter
chic,1/3/1990,166,39,39.75,30.345262064,9.38275168,1099,winter
chic,1/4/1990,140,36,23.5,24.116481077,10.35767062,1100,winter
chic,1/5/1990,150,29.5,27.625,33.667300782,8.201424532,1101,winter
chic,1/6/1990,156,30,25,43.3109827147,8.260523773,1102,winter
chic,1/7/1990,146,35,30.375,28.159555526,9.878363512,1103,winter
chic,1/8/1990,133,37,33.625,28.611592824,8.680118195,1104,winter
chic,1/9/1990,168,38,31.125,26.100249405,11.24797231,1105,winter
chic,1/10/1990,148,32.5,29.125,28.711506371,10.48314541,1106,winter
chic,1/11/1990,157,38,21.625,102.515457565,20.99125209,1107,winter
chic,1/12/1990,155,26,10.5,60.342387768,22.42621635,1108,winter
chic,1/13/1990,121,23,18.375,20.251939655,11.44037314,1109,winter
chic,1/14/1990,130,36.5,27,23.791850723,10.25212099,1110,winter
chic,1/15/1990,135,41,31.125,46.2867105776,8.939960868,1111,winter
chic,1/16/1990,150,47.5,52.125,NA,5.91223306,1112,winter
chic,1/17/1990,138,45,37.125,25.57839063,13.86900068,1113,winter
chic,1/18/1990,111,32,22.5,33.20862069,16.46507474,1114,winter
chic,1/19/1990,118,30.5,22.875,39.3159977392,16.73777441,1115,winter
chic,1/20/1990,137,35.5,34,32.152349162,9.165250275,1116,winter
chic,1/21/1990,120,30,27.625,15.842133621,12.84794873,1117,winter
chic,1/22/1990,134,36.5,30.625,19.879347451,10.64334693,1118,winter
chic,1/23/1990,117,39.5,38.375,33.823769898,8.359990601,1119,winter
chic,1/24/1990,129,40,31.875,18.933241571,11.11023651,1120,winter
chic,1/25/1990,133,30.5,20,26.946526737,15.02945945,1121,winter
chic,1/26/1990,105,25.5,27.75,30.541506673,10.03747205,1122,winter
chic,1/27/1990,104,37.5,19.5,22.947070427,21.64305925,1123,winter
chic,1/28/1990,116,30.5,18.125,32.828613748,11.27068809,1124,winter
chic,1/29/1990,112,34,17.5,49.190149662,6.078548601,1125,winter
chic,1/30/1990,129,34.5,21.375,30.016531673,13.233136,1126,winter
chic,1/31/1990,122,30.5,33.875,32.963935506,14.67295053,1127,winter
chic,2/1/1990,119,41,31.75,29.005667373,17.21112622,1128,winter
chic,2/2/1990,132,30,25.875,29.484987745,24.97325627,1129,winter
chic,2/3/1990,129,33,31,27.432228435,7.840277407,1130,winter
chic,2/4/1990,119,34,28.5,20.344432805,24.16124099,1131,winter
chic,2/5/1990,116,41.5,36.75,26.068372425,13.08948433,1132,winter
chic,2/6/1990,125,38.5,36.625,33.557493227,7.168470445,1133,winter
chic,2/7/1990,116,37,37.25,38.3879595348,10.40226645,1134,winter
chic,2/8/1990,124,50,47.625,34.464788153,22.35849335,1135,winter
chic,2/9/1990,99,41.5,22.375,42.0499068075,17.24678506,1136,winter
chic,2/10/1990,132,32,24.75,23.021860122,14.61451156,1137,winter
chic,2/11/1990,131,28.5,20.125,31.661044374,17.83014725,1138,winter
chic,2/12/1990,135,38.5,40.375,35.385598378,12.19421366,1139,winter
chic,2/13/1990,143,41,23.5,NA,25.1713221,1140,winter
chic,2/14/1990,120,27,25,14.145414983,30.68327772,1141,winter
chic,2/15/1990,149,29.5,29,25.114162123,25.0558789,1142,winter
chic,2/16/1990,140,27.5,15.625,23.185903543,19.78990144,1143,winter
chic,2/17/1990,114,21,14.75,28.811800582,17.9160824,1144,winter
chic,2/18/1990,131,32,26.375,26.421120743,20.0701389,1145,winter
chic,2/19/1990,124,24,6.875,33.194568315,22.14257162,1146,winter
chic,2/20/1990,104,20.5,15.5,46.6114081992,13.29206682,1147,winter
chic,2/21/1990,108,34,30.125,33.162300509,12.63674081,1148,winter
chic,2/22/1990,115,36,32,22.678738268,15.15291818,1149,winter
chic,2/23/1990,135,32.5,25.75,21.664606958,22.6161539,1150,winter
chic,2/24/1990,117,21,-2.5,73.493380791,28.99280027,1151,winter
chic,2/25/1990,100,11,-2.625,25.882567041,23.67495228,1152,winter
chic,2/26/1990,131,23,22,24.081719591,15.93734107,1153,winter
chic,2/27/1990,119,32.5,14.5,36.326835534,20.46375459,1154,winter
chic,2/28/1990,122,24.5,12.625,29.416878789,24.2992909,1155,winter
chic,3/1/1990,123,30.5,25.25,37.412502379,16.77507856,1156,winter
chic,3/2/1990,133,39.5,28.25,37.036394747,18.35874649,1157,winter
chic,3/3/1990,115,29,9,22.929200637,29.87141276,1158,winter
chic,3/4/1990,121,30.5,22.625,26.240912522,20.82484747,1159,winter
chic,3/5/1990,143,33,26.625,26.959539972,25.9834886,1160,winter
chic,3/6/1990,112,29,13.75,27.299381082,34.60706826,1161,winter
chic,3/7/1990,99,29.5,21.75,43.9027563011,28.26140412,1162,winter
chic,3/8/1990,115,40.5,46.625,27.444413922,9.692052964,1163,winter
chic,3/9/1990,113,46,43.375,35.251247648,13.04334502,1164,winter
chic,3/10/1990,135,51,45.625,34.174662097,10.38880084,1165,winter
chic,3/11/1990,121,57.5,61.125,28.720973947,20.05106185,1166,winter
chic,3/12/1990,142,70.5,56.625,24.141158768,30.59490802,1167,winter
chic,3/13/1990,127,67,61.375,30.534236162,16.24097282,1168,winter
chic,3/14/1990,112,65,55.75,31.948529411,24.86527232,1169,winter
chic,3/15/1990,116,57.5,39.125,22.613062081,30.50794383,1170,winter
chic,3/16/1990,111,51,35.75,29.267682442,29.79794603,1171,winter
chic,3/17/1990,126,41,26.25,28.223707071,36.49579443,1172,winter
chic,3/18/1990,128,36,22.5,15.424190911,29.36903666,1173,winter
chic,3/19/1990,123,26.5,11,29.829788086,24.65352357,1174,winter
chic,3/20/1990,123,33,24.5,37.405723398,16.92063855,1175,winter
chic,3/21/1990,114,47.5,34.5,46.2595772555,21.99126475,1176,winter
chic,3/22/1990,121,45,37.125,37.343658497,20.36766941,1177,winter
chic,3/23/1990,106,31,9.125,30.378658298,28.51032858,1178,winter
chic,3/24/1990,111,31,15.375,25.444977288,25.05898167,1179,winter
chic,3/25/1990,108,34.5,22.375,28.569449651,23.04608649,1180,winter
chic,3/26/1990,126,33,20.5,17.688834798,24.35192655,1181,winter
chic,3/27/1990,100,35.5,21.375,60.561312062,14.81445075,1182,winter
chic,3/28/1990,127,41.5,25.75,37.200709803,17.93977687,1183,winter
chic,3/29/1990,103,41.5,40.375,41.7575767801,14.4303512,1184,winter
chic,3/30/1990,107,41.5,35.75,36.131619902,20.86591559,1185,winter
chic,3/31/1990,92,41.5,41.5,59.836101642,18.51013596,1186,winter
chic,4/1/1990,103,48,43,33.098857541,15.8112037,1187,spring
chic,4/2/1990,127,38,29.875,20.25225001,17.41865459,1188,spring
chic,4/3/1990,128,41.5,27.25,31.265629693,22.74695657,1189,spring
chic,4/4/1990,99,43,37,45.3320853893,11.45889586,1190,spring
chic,4/5/1990,120,38,16.625,28.200198238,17.51580345,1191,spring
chic,4/6/1990,107,31,17.125,40.7365060319,17.80975796,1192,spring
chic,4/7/1990,118,33.5,16.5,29.939621903,18.04451709,1193,spring
chic,4/8/1990,92,46,30.375,31.329300579,22.48176895,1194,spring
chic,4/9/1990,155,51,44.125,42.6994146103,19.09791767,1195,spring
chic,4/10/1990,125,41.5,22.25,26.053387348,19.76177185,1196,spring
chic,4/11/1990,114,36,17.5,23.985692508,18.83693079,1197,spring
chic,4/12/1990,116,35,23.625,31.657517013,18.88666605,1198,spring
chic,4/13/1990,155,41.5,41.625,38.7824915334,16.58495996,1199,spring
chic,4/14/1990,98,48.5,36.375,34.408639914,23.02561419,1200,spring
chic,4/15/1990,103,48.5,32.75,39.6887223975,24.65668085,1201,spring
chic,4/16/1990,116,48,39.875,NA,21.63895831,1202,spring
chic,4/17/1990,106,39,20.375,25.81618026,25.59238773,1203,spring
chic,4/18/1990,108,41.5,22.125,32.223893472,21.71890306,1204,spring
chic,4/19/1990,114,49.5,45.75,42.8188461538,19.8029068,1205,spring
chic,4/20/1990,113,56,56.875,32.106612645,7.986076765,1206,spring
chic,4/21/1990,102,55.5,39.125,25.893459913,18.50293628,1207,spring
chic,4/22/1990,103,55.5,44.75,93.883966244,24.84029579,1208,spring
chic,4/23/1990,112,65.5,58.375,49.864728486,31.04375008,1209,spring
chic,4/24/1990,118,76.5,56.875,43.9015654523,30.12368463,1210,spring
chic,4/25/1990,106,76.5,61,64.129345603,26.18113406,1211,spring
chic,4/26/1990,140,75,57,55.210807964,32.29973509,1212,spring
chic,4/27/1990,114,73.5,56.125,60.01487163,36.19699628,1213,spring
chic,4/28/1990,117,61,48.75,28.775501047,25.51574783,1214,spring
chic,4/29/1990,115,58.5,51,32.704748479,18.29927159,1215,spring
chic,4/30/1990,116,55,31.25,49.919643705,17.02028183,1216,spring
chic,5/1/1990,101,52,26,47.933716057,26.40813121,1217,spring
chic,5/2/1990,119,54,33.625,64.254236009,24.98927819,1218,spring
chic,5/3/1990,117,51.5,44.5,51.529262358,24.13489527,1219,spring
chic,5/4/1990,116,46.5,41.625,24.209422131,32.69751225,1220,spring
chic,5/5/1990,109,51,45.125,33.219363467,34.79889184,1221,spring
chic,5/6/1990,110,52.5,44.5,28.750029103,25.7748997,1222,spring
chic,5/7/1990,114,62.5,48.875,55.669758712,35.11153569,1223,spring
chic,5/8/1990,115,70.5,55.75,65.856624644,46.073586,1224,spring
chic,5/9/1990,125,62.5,56.875,81.73743601,31.36957966,1225,spring
chic,5/10/1990,109,43.5,36.75,19.799236809,19.26987065,1226,spring
chic,5/11/1990,115,49.5,36.25,31.628816503,23.54101677,1227,spring
chic,5/12/1990,114,50.5,48,29.284572914,26.21424856,1228,spring
chic,5/13/1990,109,54.5,43,31.8740031,43.10587177,1229,spring
chic,5/14/1990,110,56.5,59.125,30.456088906,23.31582879,1230,spring
chic,5/15/1990,103,55.5,54,54.577780757,14.99350274,1231,spring
chic,5/16/1990,131,66.5,57.25,29.534168904,25.62951824,1232,spring
chic,5/17/1990,120,56,41.625,70.723158785,28.23398123,1233,spring
chic,5/18/1990,92,60.5,43.625,62.944917387,31.92219667,1234,spring
chic,5/19/1990,133,62.5,63,27.821006475,26.71689568,1235,spring
chic,5/20/1990,101,54.5,46.125,20.034723167,21.42712821,1236,spring
chic,5/21/1990,102,52.5,41.5,18.724931813,21.23856492,1237,spring
chic,5/22/1990,107,52.5,40.75,21.508321633,22.87670743,1238,spring
chic,5/23/1990,109,57,50.125,51.591061004,21.90263358,1239,spring
chic,5/24/1990,112,61.5,50,50.006231137,31.10352093,1240,spring
chic,5/25/1990,126,56.5,56.25,31.867064952,26.40850926,1241,spring
chic,5/26/1990,107,59.5,51.375,49.482559501,38.90719384,1242,spring
chic,5/27/1990,110,63,46,40.225683367,50.27555981,1243,spring
chic,5/28/1990,106,62.5,44.25,30.917573704,40.81222244,1244,spring
chic,5/29/1990,113,55,29.375,28.060554757,30.68910187,1245,spring
chic,5/30/1990,110,53.5,33.375,43.998337004,30.218958,1246,spring
chic,5/31/1990,120,57.5,41.125,60.7777667,28.53837111,1247,spring
chic,6/1/1990,95,74,65.625,62.064896128,37.01974478,1248,spring
chic,6/2/1990,140,74.5,55.625,84.811081443,30.48667692,1249,spring
chic,6/3/1990,119,61,41.5,106.233273002,25.80250611,1250,spring
chic,6/4/1990,114,53,30.625,24.447076671,22.53439801,1251,spring
chic,6/5/1990,116,53,51.375,41.2371096583,14.11361143,1252,spring
chic,6/6/1990,123,69,48.875,49.779614035,21.12792344,1253,spring
chic,6/7/1990,117,65.5,53.875,49.757171387,24.34083174,1254,spring
chic,6/8/1990,121,70,63.875,43.7193704451,19.09775996,1255,spring
chic,6/9/1990,114,72.5,55,36.762641899,32.14345673,1256,spring
chic,6/10/1990,115,64.5,50.75,16.841747291,31.46693121,1257,spring
chic,6/11/1990,103,65.5,55.375,44.7874097009,29.84510154,1258,spring
chic,6/12/1990,118,78,62.5,91.830686876,47.27993285,1259,spring
chic,6/13/1990,125,81.5,69,63.307533539,49.67817243,1260,spring
chic,6/14/1990,97,71,61.5,26.879766626,31.52212834,1261,spring
chic,6/15/1990,100,71,57.875,43.8740970072,35.6693691,1262,spring
chic,6/16/1990,102,74,68.875,53.607978265,35.99301141,1263,spring
chic,6/17/1990,105,78.5,71.375,40.9267285864,41.5834682,1264,spring
chic,6/18/1990,121,71,55.875,30.940489005,34.07576523,1265,spring
chic,6/19/1990,107,63,52.875,34.980908152,19.06381551,1266,spring
chic,6/20/1990,104,69,63.875,35.491744066,20.97114231,1267,spring
chic,6/21/1990,105,72,62.75,44.9685242519,19.06010335,1268,spring
chic,6/22/1990,112,66.5,57.125,24.036710895,20.10293574,1269,spring
chic,6/23/1990,118,65,54.875,31.968524252,18.81946474,1270,spring
chic,6/24/1990,104,64,45.75,27.154811464,23.25420928,1271,spring
chic,6/25/1990,112,69.5,58.5,40.468524252,24.04054768,1272,spring
chic,6/26/1990,99,75.5,69.375,45.4283281738,30.37352003,1273,spring
chic,6/27/1990,101,74.5,55.625,46.4283281738,30.71868885,1274,spring
chic,6/28/1990,119,72.5,68.125,51.560673973,29.26349661,1275,spring
chic,6/29/1990,115,73.5,69.125,24.92832817,32.93818832,1276,spring
chic,6/30/1990,97,80,70.375,42.6566563467,35.29158946,1277,spring
chic,7/1/1990,106,66.5,55.5,21.334260379,19.78898989,1278,summer
chic,7/2/1990,97,69.5,61.25,28.722626714,29.72971628,1279,summer
chic,7/3/1990,120,77,71.75,54.686661506,46.19674512,1280,summer
chic,7/4/1990,106,86.5,73.375,60.710517969,51.69294101,1281,summer
chic,7/5/1990,111,73.5,55.25,36.186661507,27.78570848,1282,summer
chic,7/6/1990,97,63,50.125,10.966847261,20.09272373,1283,summer
chic,7/7/1990,108,67,57.375,31.262157453,30.26490869,1284,summer
chic,7/8/1990,106,83.5,70.625,52.99758567,44.74320942,1285,summer
chic,7/9/1990,107,81,64,41.671875,36.56862446,1286,summer
chic,7/10/1990,102,70.5,61.625,35.677513475,23.76602533,1287,summer
chic,7/11/1990,124,67,54.875,20.16210692,27.87202738,1288,summer
chic,7/12/1990,118,66,54.625,15.0140625,22.91894802,1289,summer
chic,7/13/1990,89,62.5,53.625,15.205996015,22.20628714,1290,summer
chic,7/14/1990,98,62,58.75,26.988100508,16.24280095,1291,summer
chic,7/15/1990,105,65,62.125,30.905501487,14.95759606,1292,summer
chic,7/16/1990,91,70.5,68.5,32.127546272,26.98652984,1293,summer
chic,7/17/1990,104,78,63.75,42.861340085,41.88160702,1294,summer
chic,7/18/1990,104,78.5,67.625,45.8826168682,25.80540562,1295,summer
chic,7/19/1990,111,77.5,68,49.531328703,18.11023458,1296,summer
chic,7/20/1990,96,68,63.25,16.988819879,18.70261597,1297,summer
chic,7/21/1990,106,69.5,57.875,25.996145879,23.89896017,1298,summer
chic,7/22/1990,97,68.5,61,14.424264909,29.15326803,1299,summer
chic,7/23/1990,103,68.5,57.75,38.4702764981,19.79660643,1300,summer
chic,7/24/1990,108,69.5,61.5,39.7332225918,18.71583822,1301,summer
chic,7/25/1990,101,72,63,39.4609215815,25.67498182,1302,summer
chic,7/26/1990,96,75.5,62.5,48.598449612,32.4053206,1303,summer
chic,7/27/1990,123,74.5,65.75,75.805281743,47.53629564,1304,summer
chic,7/28/1990,125,79,70.5,87.587980482,50.22839758,1305,summer
chic,7/29/1990,103,79.5,70.375,53.899688473,34.15403751,1306,summer
chic,7/30/1990,111,69.5,58.125,21.900414083,18.41916508,1307,summer
chic,7/31/1990,96,62,49.625,16.063007699,19.0324632,1308,summer
chic,8/1/1990,100,63.5,57.625,40.7293325221,23.82512809,1309,summer
chic,8/2/1990,110,69,57.375,39.5623856458,32.28805229,1310,summer
chic,8/3/1990,111,75.5,69.375,64.88596848,38.81367451,1311,summer
chic,8/4/1990,114,76.5,66,20.593949007,23.56304972,1312,summer
chic,8/5/1990,133,68.5,57.75,10.640870577,20.41575176,1313,summer
chic,8/6/1990,83,61,49.625,11.261715077,17.07029055,1314,summer
chic,8/7/1990,102,63.5,54.5,29.751338526,19.65780886,1315,summer
chic,8/8/1990,101,69,56,50.335352657,21.51420917,1316,summer
chic,8/9/1990,100,69,56.5,52.940069145,28.17241431,1317,summer
chic,8/10/1990,118,72,63.625,49.721757942,32.5693351,1318,summer
chic,8/11/1990,115,73,65.375,58.416626726,42.80411074,1319,summer
chic,8/12/1990,119,68.5,64.25,33.847943723,25.8700448,1320,summer
chic,8/13/1990,117,63,51.375,18.233459115,17.4579777,1321,summer
chic,8/14/1990,98,65.5,62.125,30.510274193,17.03570914,1322,summer
chic,8/15/1990,108,74.5,66.75,51.833215722,28.84117472,1323,summer
chic,8/16/1990,114,73,68.625,59.449647235,31.95742687,1324,summer
chic,8/17/1990,96,72,71,38.2170802471,13.66490157,1325,summer
chic,8/18/1990,117,80.5,75.25,29.560412002,35.18948169,1326,summer
chic,8/19/1990,103,75.5,68.5,16.262041252,31.32032047,1327,summer
chic,8/20/1990,105,71.5,69.375,20.397470102,12.88469556,1328,summer
chic,8/21/1990,118,68,66.25,17.656444042,10.33282601,1329,summer
chic,8/22/1990,110,69,63.25,23.118928452,24.82413527,1330,summer
chic,8/23/1990,105,70.5,64.25,30.010386877,24.71049222,1331,summer
chic,8/24/1990,105,75,67.125,26.997744863,25.89905344,1332,summer
chic,8/25/1990,122,76.5,69.75,52.29145416,29.75890884,1333,summer
chic,8/26/1990,110,78.5,73.25,83.579883122,43.23956205,1334,summer
chic,8/27/1990,101,82.5,75.875,89.306031812,36.30317772,1335,summer
chic,8/28/1990,125,82.5,70.5,55.017675657,33.58267725,1336,summer
chic,8/29/1990,93,75.5,57.875,29.002851958,29.6481583,1337,summer
chic,8/30/1990,114,69,53.875,27.065832796,35.58882512,1338,summer
chic,8/31/1990,111,70,60.75,48.925846945,45.30390548,1339,summer
chic,9/1/1990,94,78,69.125,65.458384091,39.35598426,1340,summer
chic,9/2/1990,116,73,61.25,34.724469913,24.00334335,1341,summer
chic,9/3/1990,116,71,60.875,24.90031328,22.97138362,1342,summer
chic,9/4/1990,121,79,73.375,74.977571083,28.17761048,1343,summer
chic,9/5/1990,106,77,69.125,53.445181075,30.57295362,1344,summer
chic,9/6/1990,90,83,70.5,57.693391471,29.78138213,1345,summer
chic,9/7/1990,103,72,63.25,14.667275439,28.37136821,1346,summer
chic,9/8/1990,127,72,64.625,38.5222409478,18.93290032,1347,summer
chic,9/9/1990,105,73,65.75,44.1265344003,21.87645265,1348,summer
chic,9/10/1990,112,75.5,68.375,67.391424682,35.73175088,1349,summer
chic,9/11/1990,104,74,67.875,59.686017529,29.38562545,1350,summer
chic,9/12/1990,109,74.5,64.5,88.393887062,28.98044849,1351,summer
chic,9/13/1990,105,74.5,65.625,70.372183765,25.96947229,1352,summer
chic,9/14/1990,123,65.5,54.625,36.4585146436,15.78457142,1353,summer
chic,9/15/1990,105,63,54,24.333626065,15.0088685,1354,summer
chic,9/16/1990,100,57,47.5,5.143276425,20.61251673,1355,summer
chic,9/17/1990,106,56,46.25,19.877710937,17.92602412,1356,summer
chic,9/18/1990,113,55.5,49.875,19.508075367,11.47458274,1357,summer
chic,9/19/1990,117,57.5,50.5,28.969931142,5.684428637,1358,summer
chic,9/20/1990,121,59.5,50.75,34.776485313,16.95908944,1359,summer
chic,9/21/1990,129,62,46.625,29.573256912,9.818607617,1360,summer
chic,9/22/1990,113,56.5,42.25,20.537450417,8.936041148,1361,summer
chic,9/23/1990,97,50.5,35.25,18.662018583,15.37876252,1362,summer
chic,9/24/1990,103,53.5,38.5,28.051350507,15.81803308,1363,summer
chic,9/25/1990,120,67,51.75,43.1761693411,20.240996,1364,summer
chic,9/26/1990,128,67.5,52.625,45.7339607871,14.71431498,1365,summer
chic,9/27/1990,108,65.5,51.75,46.791078839,19.63929763,1366,summer
chic,9/28/1990,127,61,54.125,39.8170647929,18.41213956,1367,summer
chic,9/29/1990,112,58.5,51.125,13.88459206,16.38274742,1368,summer
chic,9/30/1990,108,52.5,40.25,15.832049972,12.56060601,1369,summer
chic,10/1/1990,110,57,38.25,44.8352006195,10.03771252,1370,autumn
chic,10/2/1990,104,56.5,41.125,46.0678347397,16.44552481,1371,autumn
chic,10/3/1990,122,67,58.125,29.75172295,22.18485783,1372,autumn
chic,10/4/1990,119,57.5,40.5,30.812140438,11.11997562,1373,autumn
chic,10/5/1990,117,68.5,55,30.469528979,25.18052326,1374,autumn
chic,10/6/1990,107,75,56.375,42.9268284017,35.8066959,1375,autumn
chic,10/7/1990,92,55,48.5,6.928583016,21.14387688,1376,autumn
chic,10/8/1990,115,50.5,46.75,6.538176536,14.01766542,1377,autumn
chic,10/9/1990,114,47,43.5,NA,20.92196581,1378,autumn
chic,10/10/1990,109,41.5,35.25,12.048978456,12.41817357,1379,autumn
chic,10/11/1990,113,46.5,35.875,48.070754319,9.978181422,1380,autumn
chic,10/12/1990,134,48.5,42.125,68.675526028,10.21499059,1381,autumn
chic,10/13/1990,106,52,45.375,51.799257344,16.16255469,1382,autumn
chic,10/14/1990,132,53.5,48.5,24.218131818,19.59763208,1383,autumn
chic,10/15/1990,122,51,40.625,31.86728393,5.761312436,1384,autumn
chic,10/16/1990,116,56,52.25,29.674133315,14.4432088,1385,autumn
chic,10/17/1990,121,65,55.375,46.474873368,36.08773417,1386,autumn
chic,10/18/1990,119,43,28.875,13.847849077,13.76129164,1387,autumn
chic,10/19/1990,118,40.5,32.875,22.438915097,8.777300238,1388,autumn
chic,10/20/1990,133,54.5,36,25.884408557,14.97459737,1389,autumn
chic,10/21/1990,103,49,37,26.468495266,15.7938488,1390,autumn
chic,10/22/1990,107,43.5,33.875,45.5286788281,9.42365854,1391,autumn
chic,10/23/1990,122,46.5,37.625,50.24144463,7.038592783,1392,autumn
chic,10/24/1990,112,46.5,33.5,38.3204112396,9.789449529,1393,autumn
chic,10/25/1990,101,40,31.75,23.46020786,11.415636,1394,autumn
chic,10/26/1990,110,41,31.125,45.1604861578,6.723122888,1395,autumn
chic,10/27/1990,122,52.5,33,52.543076269,14.20009903,1396,autumn
chic,10/28/1990,114,41,28.625,20.52330727,12.6403361,1397,autumn
chic,10/29/1990,108,45.5,30.625,31.026543921,8.791467475,1398,autumn
chic,10/30/1990,138,60,48.875,57.693278304,17.25968765,1399,autumn
chic,10/31/1990,123,58,49.625,64.946618541,10.74942195,1400,autumn
chic,11/1/1990,104,60,44.125,58.300258229,22.57567184,1401,autumn
chic,11/2/1990,121,65.5,52.375,50.989308706,29.66274501,1402,autumn
chic,11/3/1990,116,59.5,51.125,47.315259244,24.49808416,1403,autumn
chic,11/4/1990,109,42,38.5,5.998268399,24.35558144,1404,autumn
chic,11/5/1990,113,39.5,32.625,10.160327281,18.29187738,1405,autumn
chic,11/6/1990,109,36.5,35,25.40256211,8.742407459,1406,autumn
chic,11/7/1990,131,34,20.375,25.144658482,10.43479042,1407,autumn
chic,11/8/1990,128,31.5,27,35.071898497,8.483070223,1408,autumn
chic,11/9/1990,119,37,33,30.376674387,6.283438282,1409,autumn
chic,11/10/1990,96,40.5,22,28.611504425,11.77520487,1410,autumn
chic,11/11/1990,108,37.5,28.875,23.523449125,10.41439686,1411,autumn
chic,11/12/1990,126,38,17.125,NA,14.40542239,1412,autumn
chic,11/13/1990,115,38,29.875,42.3878750959,13.72653495,1413,autumn
chic,11/14/1990,122,51,38.5,42.0229169541,11.08221941,1414,autumn
chic,11/15/1990,128,61,49.5,46.254603677,25.82052704,1415,autumn
chic,11/16/1990,99,47.5,32,38.9039038966,18.77632491,1416,autumn
